0.01 , 0.6686902828094622
0.02 , 0.668690282626579
0.03 , 0.6686902822681271
0.04 , 0.6686902822685868
0.05 , 0.6686902812269019
0.06 , 0.6686902818754337
0.07 , 0.6686902816827378
0.08 , 0.6686902821437215
0.09 , 0.6686902825227897
0.1 , 0.6686902826225012
0.11 , 0.6686902829169504
0.12 , 0.6686902832034068
0.13 , 0.6686902834843634
0.14 , 0.6686902828349308
0.15 , 0.6686902815588416
0.16 , 0.6686902811594587
0.17 , 0.6686902802505488
0.18 , 0.6686902795368481
0.19 , 0.6686902796025096
0.2 , 0.6686902789353492
0.21 , 0.6686902787068513
0.22 , 0.6686902788757363
0.23 , 0.6686902802648367
0.24 , 0.6686902810543177
0.25 , 0.6686902806429234
0.26 , 0.6686902807067479
0.27 , 0.6686902814382801
0.28 , 0.6686902813940294
0.29 , 0.6686902818422684
0.3 , 0.6686902820787108
0.31 , 0.668690282248634
0.32 , 0.6686902822234267
0.33 , 0.6686902817986136
0.34 , 0.6686902825776853
0.35 , 0.6686902819924321
0.36 , 0.6686902816866476
0.37 , 0.6686902830361846
0.38 , 0.6686902836039925
0.39 , 0.6686902827883355
0.4 , 0.6686902834652342
0.41 , 0.6686902831241712
0.42 , 0.6686902842437973
0.43 , 0.6686902839722401
0.44 , 0.6686902853641131
0.45 , 0.6686902846674156
0.46 , 0.66869028484957
0.47 , 0.6686902844501719
0.48 , 0.6686902843884369
0.49 , 0.6686902843060074
0.5 , 0.668690283652233
0.51 , 0.6686902829536722
0.52 , 0.668690283687841
0.53 , 0.6686902834616192
0.54 , 0.6686902841970348
0.55 , 0.6686902841671748
0.56 , 0.6686902848003156
0.57 , 0.6686902855294007
0.58 , 0.6686902853396356
0.59 , 0.6686902855815295
0.6 , 0.6686902864794234
0.61 , 0.6686902869238871
0.62 , 0.6686902870861251
0.63 , 0.668690286356366
0.64 , 0.6686902863579629
0.65 , 0.6686902863224543
0.66 , 0.6686902872945887
0.67 , 0.6686902876290108
0.68 , 0.6686902879661949
0.69 , 0.6686902884376114
0.7 , 0.6686902881559302
0.71 , 0.668690289060699
0.72 , 0.6686902888916862
0.73 , 0.6686902904728128
0.74 , 0.6686902892780773
0.75 , 0.6686902888783284
0.76 , 0.6686902888695068
0.77 , 0.6686902893132072
0.78 , 0.668690289162147
0.79 , 0.6686902886614833
0.8 , 0.6686902886563434
0.81 , 0.6686902878527438
0.82 , 0.6686902876199381
0.83 , 0.6686902866477809
0.84 , 0.668690287122987
0.85 , 0.6686902872217504
0.86 , 0.6686902868590352
0.87 , 0.6686902859601721
0.88 , 0.6686902862869003
0.89 , 0.6686902873110224
0.9 , 0.6686902879735604
0.91 , 0.668690289569918
0.92 , 0.6686902899534671
0.93 , 0.6686902895793424
0.94 , 0.6686902885557356
0.95 , 0.6686902889421442
0.96 , 0.6686902884891918
0.97 , 0.6686902870294557
0.98 , 0.6686902860545871
0.99 , 0.6686902864011259
1.0 , 0.668690287716098
[[ 1.24443985 -0.54230448]
 [ 0.23590954  0.48165335]
 [ 0.56405238  0.31852564]
 [-0.44447793  1.34248348]]
[0 1 0 1]
